cik	ticker
707388	DRAD
26093	DRAM
27093	DRAM
1316656	DRC
1372531	DRCE
30822	DRCO
1023031	DRCT
895364	DRD
895366	DRD
783280	DRE
1121076	DRFL
1050691	DRGG
1164012	DRGN
1098685	DRGP
1298946	DRH
1504222	DRHC
940944	DRI
1566897	DRII
1062530	DRIV
840889	DRL
810829	DRMS
1399529	DRNA
1169745	DRNE
842722	DROP
1395999	DRP
1042893	DRQ
1016177	DRRA
1082038	DRRX
28630	DRS
1106645	DRSV
1106645	DRSV
1106645	DRSV
1106645	DRSV
880321	DRTE
785186	DRTK
1544116	DRTX
1075206	DRUG
1021282	DRWN
1282858	DRY
352305	DRYR
1189712	DRYR
1393901	DSBO
892160	DSCI
1086467	DSCM
946486	DSCO
27096	DSCP
795824	DSEN
1495932	DSETD
1301138	DSF
1282852	DSFN
885462	DSFX
1127842	DSKA
1463959	DSKX
1463959	DSKX
1463959	DSKX
1463959	DSKX
1463959	DSKX
1463959	DSKX
1463959	DSKX
935063	DSL
1566388	DSL
855887	DSM
895650	DSNS
1099369	DSNY
1393718	DSP
915778	DSPG
1129916	DSRM
714603	DST
1262200	DSTI
938481	DSTM
929546	DSTR
1051003	DSU
854709	DSUP
1319947	DSW
1100885	DTAS
319124	DTCT
936340	DTE
878535	DTF
879535	DTF
1049108	DTG
1100514	DTHK
918999	DTII
1575311	DTLA
356767	DTLI
1056923	DTLK
1083721	DTMI
1382462	DTOR
924940	DTPI
1182737	DTRC
1226308	DTSI
1407313	DTST
1419951	DTST
944868	DTV
1465112	DTV
1412130	DTVI
894239	DUC
30302	DUCK
1437467	DUCP
1397821	DUF
30371	DUK
1326160	DUK
1425808	DUMA
1383116	DUNM
879993	DUSA
1066281	DUVT
730464	DV
927066	DVA
1029142	DVAX
1130808	DVCOD
1017673	DVD
914384	DVERQ
1303649	DVF
102980	DVFN
1029802	DVFN
927472	DVGL
801550	DVI
1009395	DVID
215639	DVLN
919096	DVLN
95047	DVLY
1302868	DVM
837330	DVN
1090012	DVN
1317035	DVNNF
918387	DVNTF
1479426	DVOX
1364100	DVR
1096835	DVTS
1043769	DVW
763744	DW
1297401	DWA
792130	DWCH
1138724	DWMA
869495	DWOG
1301031	DWRE
1116755	DWRI
351231	DWSN
1000157	DWVSF
797502	DWYR
826675	DX
1093557	DXCM
1556739	DXM
1095691	DXN
1020710	DXPE
27367	DXR
14995	DXT
29332	DXYN
67215	DY
1431934	DYAP
1431934	DYAP
1431934	DYAP
907562	DYAX
1417907	DYER
1304730	DYGO
1193415	DYHCS
949925	DYHP
890908	DYII
934873	DYLI
879215	DYN
1379895	DYN
1520512	DYNH
1111741	DYNR
720875	DYNT
1454384	DYNV
1086142	DYP
30831	DYSL
795424	DYTM
916380	DYX
887403	DZTK
712515	EA
1125057	EAC
1490165	EAC
1034694	EACC
784539	EACO
1210123	EAD
1056289	EAFRX
1023139	EAG
1260996	EAG
1001718	EAGL
1575988	EAGL
821536	EAR
1441247	EARH
1560672	EARN
1046861	EAS
880209	EASB
772891	EASI
1424804	EAST
1081661	EASY
703351	EAT
796369	EATS
1170816	EAUI
1390134	EAVR
1065088	EBAY
1050725	EBDC
1501162	EBDM
33002	EBF
1345968	EBHI
1336593	EBI
910057	EBIO
814549	EBIX
1103719	EBLC
720912	EBLO
1101146	EBMT
1478454	EBMT
1124077	EBOIE
1367644	EBS
1411974	EBSB
32020	EBSC
1018399	EBTC
1319327	EBTX
352947	EC
1453420	ECAU
1066254	ECBE
31660	ECC
1256540	ECDV
1000459	ECEC
1092283	ECEN
793040	ECF
910409	ECFRX
814050	ECGN
721773	ECHO
1426945	ECHO
930775	ECIA
1398702	ECIG
31462	ECL
1085653	ECLG
1034088	ECLP
769882	ECMH
911934	ECNI
1409885	ECOB
1409885	ECOB
1173313	ECOC
1429136	ECOI
742126	ECOL
1169652	ECOM
1498622	ECOO
926761	ECP
1084961	ECPG
1135202	ECPN
1300317	ECR
1449574	ECRY
940659	ECSI
1083638	ECSI
1287503	ECST
1487798	ECT
1031927	ECTE
1096197	ECTX
1082673	ECUI
1323785	ECV
1095821	ECWC
1235007	ECYT
1047862	ED
772572	EDAC
1388141	EDD
854883	EDDH
32689	EDE
929037	EDEL
930095	EDEN
1501103	EDF
1292428	EDFFF
1091938	EDFY
1537951	EDG
1088211	EDGH
1080224	EDGR
1017968	EDGW
1551040	EDI
886328	EDIG
1103313	EDLG
1093933	EDLT
880059	EDMC
1083866	EDNE
31617	EDO
1302343	EDR
1007456	EDS
1089567	EDSN
31667	EDUC
355300	EDVC
1388410	EDVP
1231339	EDWT
31978	EE
791718	EEA
863893	EECP
1495230	EEDG
912365	EEE
1260376	EEEE
1286862	EEEE
1175636	EEEI
1318906	EEF
1029199	EEFT
788206	EEGC
1016959	EEGL
1043150	EEGR
809933	EEI
809933	EEI
1082337	EELN
1367387	EENR
1121811	EENT
880285	EEP
1458725	EEPU
1173911	EEQ
1119721	EESC
1138867	EESH
748055	EESV
860510	EF
1047947	EFC
1411342	EFC
1109190	EFD
1573698	EFF
1094320	EFH
867374	EFII
1023516	EFJI
918708	EFL
1448806	EFLO
1161723	EFLT
924168	EFOI
1258623	EFR
1106848	EFRC
1025835	EFSC
880641	EFSI
1288992	EFT
1450973	EFTB
1056748	EFTIE
33185	EFX
948703	EGAM
1066194	EGAN
1050441	EGBN
1379245	EGCT
1584770	EGDW
1105409	EGEI
1336050	EGF
1376866	EGHA
1023731	EGHT
1544229	EGL
1322439	EGLE
797662	EGLF
902281	EGLS
1290096	EGLT
1199392	EGMCF
1083036	EGMI
1412144	EGMM
277595	EGN
1065332	EGOV
49600	EGP
1274150	EGR
1438673	EGRN
1416697	EGRV
1029402	EGSR
1260037	EGTK
32598	EGX
894627	EGY
1271046	EGYH
1331931	EHHA
1228509	EHI
1163573	EHMI
1289169	EHP
1333493	EHTH
1196869	EIA
1166463	EICU
1196870	EIF
1080310	EIFRX
1379041	EIG
1237746	EIGI
1237746	EIGI
1321268	EIHI
1350886	EII
1176984	EIM
1196876	EIO
1196877	EIP
1326068	EIPC
1250897	EITC
1144254	EIUS
1196867	EIV
827052	EIX
8504	EJXR
803044	EKCS
31225	EKDKQ
1501350	EKFC
1001250	EL
1168061	ELAB
1422992	ELAY
1057746	ELBO
900096	ELCO
796124	ELDO
90721	ELEC
90721	ELEC
90721	ELEC
90721	ELEC
1483731	ELGO
785819	ELGT
1013606	ELGX
32017	ELK
1094231	ELLG
1122388	ELLI
1488917	ELMD
32198	ELMG
771214	ELMS
1102541	ELNK
31347	ELON
1375271	ELOQ
1381054	ELQV
32166	ELRC
1438461	ELRE
895417	ELS
351789	ELSE
311049	ELSO
75229	ELST
752294	ELST
1053369	ELTP
1001903	ELU
883983	ELVN
350917	ELX
712843	ELXS
837465	ELY
1444598	EM
1121439	EMAG
911151	EMAK
1046995	EMAN
945439	EMBR
1552719	EMBR
1107112	EMBT
878725	EMBX
790070	EMC
1408146	EMC
858800	EMCF
356130	EMCI
890340	EMD
902978	EMD
894552	EMDF
1307140	EMDH
105634	EME
930835	EME
907127	EMED
1555177	EMES
809708	EMF
1021097	EMGP
1372533	EMHD
1074688	EMI
805326	EMIS
1196874	EMJ
808326	EMKR
31107	EML
1423036	EMLL
783005	EMMS
915389	EMN
1517518	EMO
815577	EMOT
1402747	EMPL
887396	EMPR
1076886	EMPY
32604	EMR
1092605	EMRG
1344154	EMS
884042	EMT
830519	EMXC
1449794	EMYB
922237	ENA
1437479	ENBP
93542	ENC
856569	ENCO
313116	ENCP
887023	ENCY
1112412	END
1003464	ENDO
1100962	ENDP
1324736	ENEC
895642	ENEI
32878	ENER
1329378	ENF
1054303	ENFN
933738	ENG
1432963	ENGT
1289047	ENGX
1260828	ENGY
1179755	ENH
1045560	ENHT
1511261	ENIP
1342882	ENLG
944763	ENMC
895051	ENMD
916530	ENN
1244937	ENOC
1398664	ENP
1463101	ENPH
1010305	ENPT
1096752	ENR
766659	ENRG
1346022	ENRT
1289308	ENS
1125376	ENSG
1051286	ENSI
811271	ENSL
1512077	ENT
1177648	ENTA
1101302	ENTG
1109697	ENTI
1227930	ENTR
1031283	ENTU
13547	ENTX
761034	ENUI
1337619	ENV
1174266	ENVI
106577	ENVK
1065677	ENVK
1118941	ENWV
1177162	ENX
1009922	ENXT
316253	ENZ
316253	ENZ
727510	ENZN
1302084	ENZR
1386067	EOD
1340735	EOE
821189	EOG
1300391	EOI
910832	EOMI
1084752	EONC
1038339	EOP
1043866	EOPLP
1540400	EOPN
1308335	EOS
791398	EOSI
1454741	EOT
1283843	EOX
1066107	EP
1352010	EPAM
1514418	EPAQ
1162315	EPAX
1073349	EPAY
1410838	EPB
1122101	EPCC
800401	EPCG
1208261	EPCTD
1061219	EPD
1324592	EPE
1584952	EPE
1220483	EPEN
1021010	EPEX
1144892	EPFL
805012	EPG
1501862	EPGG
1113947	EPGL
351903	EPHC
1318342	EPHCX
1085082	EPHO
891178	EPIC
1099980	EPIK
1027207	EPIQ
1027702	EPIX
750199	EPL
797079	EPLN
1006655	EPM
1012394	EPMD
895040	EPN
1089613	EPNY
1090411	EPNY
1096738	EPOC
1079990	EPOI
1045450	EPR
1045450	EPR
921182	EPRC
888711	EPRE
1304588	EPRT
945269	EPTG
1099730	EPXR
1571498	EPZM
1350031	EQ
1101239	EQIX
1540947	EQM
1006840	EQPI
906107	EQR
878932	EQS
33213	EQT
1418065	EQTE
33325	EQTY
1492832	EQU
806011	EQUI
1042810	EQY
1525221	ERA
1095858	ERB
1227073	ERC
1026650	ERES
1158846	ERGO
1279014	ERH
799235	ERHE
854852	ERI
922621	ERIE
1421517	ERII
1110361	ERMS
1364541	EROC
878616	EROX
1019272	ERS
1497421	ERSD
911801	ERTH
1020646	ERWF
1003933	ERWN
1393744	ES
1002579	ESA
1357971	ESA
1000695	ESAN
1358254	ESB
872835	ESBF
1001604	ESC
33488	ESCA
276283	ESCC
1110507	ESCH
30985	ESCI
895516	ESCL
1359290	ESCO
1227862	ESD
866706	ESE
1330023	ESEC
789879	ESGI
55820	ESGR
1363829	ESGR
87196	ESH
854776	ESHG
1161135	ESHI
922475	ESI
726514	ESIO
33619	ESL
947397	ESLR
862668	ESMC
862668	ESMC
1392600	ESMK
1112999	ESMT
1122860	ESNR
1448893	ESNT
33533	ESP
1066745	ESPR
1434868	ESPR
1429373	ESRI
1541401	ESRT
885721	ESRX
1532063	ESRX
920522	ESS
1382230	ESSA
752634	ESSE
907410	ESST
1373988	ESSX
1406391	EST
314808	ESV
1421323	ESVC
1107421	ESWB
1082278	ESWW
1323648	ESXB
914398	ESYS
1420850	ET
897265	ETAD
1437822	ETAH
1084384	ETAK
1308927	ETB
33113	ETCC
773547	ETCIA
1128353	ETCK
830741	ETCR
1276187	ETE
5117	ETEC
1422128	ETEN
913662	ETF
1015780	ETFC
929646	ETFS
1270523	ETG
1271554	ETG
1239672	ETGMF
896156	ETH
1395325	ETJ
1163002	ETLB
1301206	ETLE
822998	ETLS
1067837	ETM
31277	ETN
1551182	ETN
868756	ETNL
1078858	ETNW
1281926	ETO
837600	ETOP
1012569	ETP
65984	ETR
1371217	ETRM
846909	ETS
1287065	ETS
1017586	ETSM
1043236	ETT
1476721	ETUA
1541133	ETUB
1322436	ETV
1322435	ETW
1563696	ETX
1340736	ETY
1164554	EUBK
783209	EUGS
1125918	EUOK
1033030	EUOT
1084382	EUPA
1534708	EURC
350797	EV
842518	EVBN
1047170	EVBS
1109116	EVC
1459003	EVCA
1284454	EVCC
1065591	EVCI
1352419	EVEH
1361937	EVEP
1502749	EVER
1070732	EVF
353943	EVG
1287498	EVG
1143566	EVGG
1578318	EVHC
844780	EVIS
1074691	EVJ
1088787	EVLO
1177161	EVM
842919	EVMT
1074540	EVN
1074686	EVO
1403708	EVOK
1052054	EVOL
1074687	EVP
850025	EVPRX
1360901	EVR
1071119	EVRC
1038800	EVRE
1064478	EVRL
1410725	EVRS
1088514	EVRT
1532543	EVRY
1040415	EVSC
1015455	EVSF
1398805	EVSI
934795	EVST
1253327	EVT
1559865	EVTC
1043894	EVTN
1222922	EVV
1318310	EVVV
1074685	EVY
1099800	EW
1069157	EWBC
905428	EWEB
863903	EWF
1343979	EWRL
1088949	EWRX
1488309	EWSI
43350	EWST
1268904	EWTC
890264	EXA
913165	EXAC
1514888	EXAD
1498021	EXAM
753568	EXAR
1124140	EXAS
1066104	EXBD
855109	EXBT
1335002	EXBX
1109357	EXC
1330292	EXCS
1480999	EXD
1075736	EXE
1047262	EXEE
939767	EXEL
1379438	EXG
723533	EXGP
1389050	EXH
893847	EXJF
1478950	EXL
1388174	EXLA
1014955	EXLN
1367064	EXLP
1297989	EXLS
1108341	EXLT
1083706	EXNT
1136868	EXOU
918646	EXP
746515	EXPD
1095357	EXPE
1324424	EXPE
851520	EXPO
1483510	EXPR
1289490	EXR
1082121	EXTI
1078271	EXTR
89261	EXX
1343719	EXXI
33656	EY
837991	EYE
1168335	EYE
1115285	EYET
1104120	EYII
71508	EYNO
1415397	EYSE
1202963	EYTC
943894	EZEN
1349532	EZEO
1350071	EZJR
727008	EZM
1107685	EZMM
876523	EZPW
37996	F
9779	FA
1023640	FAB
1017907	FAC
1521373	FAC
1269871	FACE
782842	FACT
1441848	FACT
1114644	FADI
1210677	FADV
1472787	FAF
1053676	FAIM
922521	FALC
1302624	FAM
37358	FAME
1539838	FANG
878720	FAOO
1492151	FARE
34563	FARM
917491	FARO
1002822	FASC
815556	FAST
1456802	FASV
1434316	FATE
1021770	FATS
1403275	FAV
1025743	FAVS
790500	FAX
1326801	FB
932697	FBBC
1071212	FBBI
1033012	FBC
1033012	FBC
1033012	FBC
917770	FBCE
912219	FBCI
1199025	FBCP
1074543	FBEI
50341	FBF
1316410	FBFS
356858	FBGC
1107257	FBGI
1120285	FBGO
1519751	FBHS
1305399	FBIZ
1521951	FBIZ
778972	FBMI
947559	FBMS
947559	FBMS
947559	FBMS
947559	FBMS
1067077	FBMT
50957	FBN
811589	FBNC
1511198	FBNK
710507	FBNKN
1035513	FBNW
1128281	FBOR
1057706	FBP
1209028	FBR
1371446	FBRC
912967	FBSI
1083643	FBSS
1129847	FBTC
1207070	FBTX
886206	FC
1370291	FCAL
1070296	FCAP
1027280	FCB
859070	FCBC
1258831	FCBI
708848	FCBN
893539	FCBQ
723594	FCBS
1058973	FCBX
1430286	FCCE
1048566	FCCG
932781	FCCO
1141807	FCCY
1035789	FCDH
38067	FCEA
744126	FCEC
886128	FCEL
1097081	FCEN
712537	FCF
828678	FCFC
899164	FCFK
1082564	FCFL
1281872	FCFN
840489	FCFS
1045929	FCGD
1049758	FCGI
923603	FCH
1096550	FCHL
811040	FCI
730669	FCIC
1301063	FCL
1283582	FCLF
1232461	FCM
1141045	FCMM
887936	FCN
798941	FCNCA
876717	FCO
1100360	FCON
34339	FCP
216593	FCPC
1432254	FCPG
808047	FCPL
1072842	FCPN
1024441	FCPO
1492116	FCPS
1555458	FCRM
1036960	FCS
357097	FCSC
831246	FCSC
884719	FCSE
1082594	FCSH
1282850	FCT
707674	FCTOA
717306	FCTR
1420525	FCTY
1373525	FCVA
831259	FCX
831259	FCX
831259	FCX
944745	FCZA
794367	FD
1098151	FDBC
883980	FDC
1056673	FDCC
946647	FDEF
1157723	FDEI
1397919	FDFT
38188	FDI
1419581	FDML
34879	FDMLQ
729330	FDNX
34408	FDO
1047340	FDP
717945	FDRA
1090071	FDRY
1013237	FDS
842640	FDT
1369748	FDTC
1513363	FDUS
1048911	FDX
1031296	FE
810356	FED
810536	FED
1124024	FEEC
1331427	FEED
1141673	FEEL
1120434	FEGR
1504464	FEGY
1556336	FEI
914329	FEIC
39020	FEIM
38725	FELE
34471	FELI
1161461	FEMO
1284940	FEN
1434740	FENO
1363438	FEO
356841	FEP
726516	FEPI
1434842	FES
1443818	FESI
808246	FESX
1401257	FET
919865	FETM
1074684	FEV
1370880	FEYE
1337298	FF
1291334	FFA
708955	FFBC
1006424	FFBH
1113107	FFBI
1123276	FFBK
1243496	FFBN
885076	FFBZ
36315	FFC
1174164	FFC
787075	FFCH
1308017	FFCO
1486058	FFCO
1434130	FFD
876947	FFDB
1006177	FFDF
1316578	FFDH
910492	FFED
39273	FFEX
779956	FFFC
1005188	FFFD
1028336	FFFL
1012771	FFG
802206	FFGO
924370	FFHH
742161	FFHS
851249	FFI
923139	FFIC
36029	FFIN
1434743	FFIS
1048695	FFIV
713095	FFKT
854395	FFKY
912738	FFLC
703329	FFMH
1451951	FFN
1401564	FFNW
925739	FFRD
1060939	FFSW
1075348	FFSX
895401	FFWC
1392994	FGB
1327129	FGF
1051985	FGHH
1338170	FGI
1585064	FGL
1360564	FGLD
312065	FGMG
922358	FGP
1100748	FGWC
1357227	FGXI
812910	FHCC
863894	FHCO
1063262	FHCS
797329	FHHI
1323520	FHI
1384086	FHMS
36966	FHN
1380534	FHO
36369	FHRT
1106773	FHRX
1164964	FHWY
1329388	FHY
1575828	FI
860413	FIBK
812491	FIBR
1271831	FICC
814547	FICO
1355042	FIDM
854711	FIF
1513789	FIF
946738	FIFG
948034	FIFS
1380393	FIG
1056288	FII
1077720	FIIH
1179651	FIII
1143451	FIIM
706015	FILE
882160	FILM
750901	FIMG
789670	FINB
1089061	FIND
886137	FINL
1383729	FIO
1098574	FIRE
1168195	FIRE
1136893	FIS
1575599	FISH
862831	FISI
798354	FISV
34136	FIT
886432	FIT
35527	FITB
1421481	FITI
1177609	FIVE
1035983	FIX
69891	FIZZ
744106	FJC
856751	FKFS
930182	FKKY
879519	FKLR
722572	FKWL
737875	FKYS
850209	FL
740796	FLA
1360951	FLA
897509	FLAG
1267969	FLB
1058802	FLBK
1245648	FLC
1262001	FLCN
1162194	FLDM
799526	FLDR
314132	FLE
866374	FLEX
840886	FLFL
740663	FLIC
1062663	FLIP
354908	FLIR
891482	FLL
729502	FLLC
352949	FLM
1309152	FLME
1012477	FLML
1128928	FLO
713002	FLOW
775662	FLPB
1124198	FLR
1170902	FLRB
30625	FLS
928908	FLSCQ
1024920	FLST
1144879	FLT
1175454	FLT
1163882	FLTG
1526160	FLTX
1430960	FLUG
1083743	FLUX
1144439	FLWE
1084869	FLWS
1069778	FLXE
1015464	FLXI
37472	FLXS
925660	FLXT
1055455	FLYR
1589829	FMAGX
792966	FMAO
946090	FMAR
700565	FMBH
702325	FMBI
740806	FMBM
736473	FMBN
37785	FMC
1085913	FMCB
1026214	FMCC
839845	FMCO
1262279	FMD
354869	FMER
320387	FMFC
83125	FMFK
763293	FMFP
854856	FMI
1488613	FMI
887591	FMK
949968	FMKT
49444	FMLY
1271245	FMMH
1199004	FMN
709337	FMNB
1096613	FMNG
1065579	FMNL
1305197	FMO
1272754	FMPX
929186	FMR
1217951	FMRAX
1098337	FMSB
1421851	FMSLF
917321	FMST
1477968	FMTB
890080	FMXI
912908	FMXI
1319183	FMY
1408710	FN
37808	FNB
742679	FNBF
1163199	FNBG
1010961	FNBP
1035976	FNCB
38792	FNCN
1335795	FNDM
1054836	FNDT
1363294	FNDW
809398	FNF
1051741	FNFG
1065823	FNFI
846903	FNFN
1167764	FNGC
1430592	FNGN
1107998	FNGP
1069996	FNHC
1096275	FNHI
943119	FNHM
35733	FNIN
888793	FNIS
855585	FNIX
765207	FNLC
878731	FNLY
310522	FNMA
352363	FNP
1142129	FNPR
1114927	FNRN
1095274	FNSC
1094739	FNSR
1063568	FNSW
1331875	FNT
925663	FNTN
883701	FNVG
814178	FNWV
1074530	FOB
717837	FOBB
744667	FODL
35214	FOE
1375340	FOF
790202	FOFI
1040799	FOFN
1119949	FOGC
38868	FOH
93631	FOH
1178879	FOLD
884363	FONH
355019	FONR
1168325	FONU
1376556	FOODU
718903	FOOT
38264	FORD
1039399	FORM
1023313	FORR
1108645	FOSI
883569	FOSL
1099668	FOTB
1068002	FOX
1424929	FOXF
1217688	FOXH
1380712	FPBN
1557798	FPET
855237	FPF
1567569	FPF
1068912	FPFC
1000368	FPFX
1356750	FPI
1010247	FPIC
1402785	FPMI
1254595	FPO
31736	FPP
316736	FPP
1263764	FPRN
1175505	FPRX
1202806	FPT
37643	FPU
764858	FPWR
38242	FPXA
1409197	FQVE
921825	FR
1259708	FRA
723646	FRAF
1399935	FRAN
1269143	FRB
834285	FRBK
1143834	FRCCO
1471271	FRCN
36856	FRCP
39092	FRD
911004	FRDM
724571	FRED
1325159	FREE
36840	FREVS
860743	FRF
1495925	FRF
1035991	FRFC
1036588	FRGA
356708	FRGB
1534992	FRGI
826495	FRGN
1098834	FRGO
1331612	FRHV
37651	FRK
866458	FRLK
54441	FRM
1102709	FRMC
712534	FRME
1538329	FRMG
1042017	FRMO
39135	FRN
1505823	FRNK
1010286	FRNS
921929	FRNT
1351548	FRNT
1401859	FROT
1486526	FROZ
1062613	FRP
1365983	FRPD
1032863	FRPT
39047	FRS
1135431	FRSH
34903	FRT
1041557	FRT
1503063	FRTR
38074	FRX
1445229	FRXT
1476278	FRYP
1268984	FRZ
1328888	FRZR
1131903	FSAC
1074078	FSBC
1389797	FSBC
769207	FSBI
1027183	FSBK
1097631	FSBK
1530249	FSBW
1414932	FSC
1034669	FSCI
34908	FSCR
1494530	FSD
1415277	FSDB
1042534	FSFF
1435508	FSFG
1577791	FSFR
1138817	FSGI
880430	FSH
1069394	FSI
841692	FSII
1272547	FSL
1392522	FSL
1051092	FSLA
1109610	FSLK
1274494	FSLR
37914	FSM
1349318	FSMO
1071411	FSN
897861	FSNM
1089319	FSNR
1089319	FSNR
1350573	FSOR
1031316	FSP
1389413	FSPI
1098278	FSPS
1518171	FSPT
922408	FSPX
1347815	FSR
1102301	FSRC
1172102	FSRL
277509	FSS
1092536	FSSTQ
38079	FST
1116924	FSTC
1282582	FSTF
934302	FSTH
352825	FSTR
897078	FSTWC
801338	FSVP
844010	FSYI
1340786	FSYS
833040	FT
716457	FTBK
714719	FTCG
1283157	FTD
1575360	FTD
944537	FTDI
846913	FTEK
1233087	FTF
851207	FTFC
804331	FTG
1427580	FTGC
831378	FTGI
1102752	FTGLF
1001868	FTGX
928064	FTHR
1135152	FTI
928054	FTK
1374328	FTLF
1262039	FTNT
110430	FTO
1310261	FTPI
20520	FTR
1133494	FTRS
1011308	FTS
1451432	FTSB
1406591	FTT
813775	FTUS
1481056	FTWV
1074909	FU
1024452	FUEL
1477200	FUEL
1336277	FUGO
39368	FUL
850626	FULB
1490013	FULL
1092570	FULO
700564	FULT
811532	FUN
763907	FUNC
825202	FUND
1382696	FUQI
37008	FUR
757563	FURA
1484478	FURX
922251	FUSA
792861	FUTR
1552845	FUTU
920317	FVCCQ
1244943	FVD
1159281	FVE
1264352	FVI
1228391	FVL
1318849	FVLY
1091983	FVRG
719495	FWBW
1137679	FWFC
844788	FWGO
1130385	FWLT
1555492	FWM
912728	FWRD
1452804	FWSI
1389405	FWTC
37049	FWV
1529979	FX
1068897	FXBY
1359111	FXCB
1485176	FXCB
1499912	FXCM
1499912	FXCM
1328598	FXE
907649	FXEN
316618	FXGP
719402	FXNC
1326252	FXPT
1410402	FXRE
1142336	FYHH
1414255	FYR
737602	FZN
41499	G
1398659	G
794685	GAB
1163308	GABA
714395	GABC
1367660	GAC
937965	GACC
854171	GACF
924140	GADZ
1005313	GAF
1082735	GAFC
1257514	GAGT
1089872	GAIA
1321741	GAIN
725460	GAIT
1390478	GALE
1133416	GALT
40417	GAM
1464790	GAMR
1096050	GAMT
43300	GAP
1084662	GARM
1509892	GARS
72020	GAS
1004155	GAS
1110283	GAST
1341769	GAV
852570	GAXC
1132784	GAXI
1102217	GAXY
1114483	GB
1495825	GBAB
775473	GBBK
351710	GBCB
868671	GBCI
727346	GBCS
1476765	GBDC
216039	GBEL
1454504	GBEN
880116	GBFP
319671	GBGD
912926	GBHD
1108891	GBIS
1084966	GBIW
807249	GBL
1060349	GBL
1040227	GBLE
1494904	GBLI
1157300	GBLP
1144499	GBLS
1049234	GBMS
40461	GBND
1324410	GBNK
913782	GBP
1095556	GBPMF
105744	GBR
1128949	GBRC
1413754	GBSX
1061068	GBTB
1156953	GBTS
839621	GBTVK
923120	GBX
1318568	GCA
1141222	GCAN
1444363	GCAP
1070524	GCBC
719754	GCC
1379606	GCC
748790	GCEH
1334510	GCF
1048620	GCFB
1070680	GCFC
866678	GCGR
887546	GCH
1444839	GCHO
1380528	GCHT
39899	GCI
1375618	GCMN
18498	GCO
1031028	GCOM
1113099	GCOR
1160764	GCPO
1296115	GCS
1293200	GCT
845611	GCV
1378625	GCYT
40533	GD
1583513	GDEF
911638	GDF
916459	GDI
40518	GDIIQ
1378701	GDL
1472341	GDO
1386278	GDOT
943861	GDP
1514183	GDSW
929987	GDT
873198	GDTI
1260729	GDV
42293	GDW
1417172	GDWP
879123	GDYS
40545	GE
40545	GE
1055726	GEB
885780	GECO
1044082	GECR
1001279	GEEK
1122771	GEEX
43920	GEF
856386	GEHL
1022321	GEL
1519894	GELT
1422341	GELV
808918	GEMS
1126294	GEN
1099358	GENG
880431	GENR
1372352	GENU
1110794	GENUQ
732485	GENZ
41023	GEOI
1040570	GEOY
1454010	GEPC
896195	GEPT
1526104	GEQ
886744	GERN
912463	GES
1087717	GETC
1433966	GETG
1428765	GETH
1077552	GETI
1354591	GEUR
911326	GEVA
894556	GEVM
1392380	GEVO
1003111	GEX
821113	GEXC
1348155	GEYH
1090967	GEYI
858706	GF
1407437	GFC
1046203	GFED
50725	GFF
1406081	GFG
1398667	GFGU
1292426	GFIG
773845	GFLS
1342287	GFN
894651	GFR
1286218	GFTL
1299393	GFY
1145421	GFYD
1381117	GGA
1415751	GGBL
1279831	GGBM
1267890	GGE
42888	GGG
923796	GGI
1314655	GGL
1551949	GGM
1262751	GGN
1313510	GGN
837913	GGNS
1432150	GGOX
895648	GGP
1496048	GGP
896726	GGR
1440172	GGRI
1311486	GGS
1485156	GGSM
921671	GGT
785931	GGUY
1327098	GGXY
1236736	GHCI
1511648	GHCSF
1131324	GHDX
1426011	GHGD
897996	GHI
1111284	GHII
1282977	GHL
1376228	GHLV
716314	GHM
1369639	GHN
1472688	GHNA
1368900	GHS
1121795	GHST
1554697	GHY
856465	GI
1405419	GIA
1031235	GIFD
1031623	GIFI
719274	GIGA
1105101	GIGA
821002	GIII
882095	GILD
828803	GIM
1320691	GIMC
1484504	GIMO
1105284	GIMU
40704	GIS
862651	GISV
1050167	GISX
1378968	GITH
1126140	GIVN
709942	GIW
39648	GK
1024095	GKIG
40675	GKIN
1292215	GKIS
1398529	GKIT
1287701	GKK
1096199	GKNT
1080627	GKYI
1063393	GL
1338401	GLA
1143513	GLAD
1397867	GLAH
911441	GLAR
929454	GLB
1061322	GLBC
895663	GLBL
1136645	GLBP
810932	GLBT
890066	GLBZ
1015610	GLDB
42228	GLDC
1372020	GLDD
1502555	GLDG
1089874	GLDN
1030749	GLF
918066	GLFD
1312165	GLFE
1365388	GLFO
1365790	GLG
1043914	GLGC
1088413	GLGI
946661	GLGS
1210336	GLIF
43362	GLK
949728	GLKCE
109870	GLMA
1424822	GLMB
1134018	GLNC
1350869	GLO
1009463	GLOB
837038	GLOV
746210	GLOWE
1323468	GLP
1575965	GLPI
1136294	GLPW
1316463	GLQ
912240	GLR
1385613	GLRE
1406731	GLSF
1406732	GLSF
41719	GLT
1403676	GLTC
1282571	GLTV
1282957	GLU
1366246	GLUU
914397	GLUX
1288795	GLV
24741	GLW
13156	GLXZ
1253689	GLYC
931799	GLYE
1137067	GLYN
833076	GLYT
40730	GM
1467858	GM
1490636	GMAN
1398005	GMC
1081856	GMCI
909954	GMCR
1059413	GMDP
1157644	GME
1326380	GME
1169417	GMED
1237831	GMED
90310	GMEI
1100356	GMEI
1352302	GMET
1420078	GMHC
44471	GMIL
1365241	GMKT
811933	GML
1338118	GMML
